SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,WEEK_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_4,adm2_11,adm2_10,adm2_2,adm2_7,adm2_14,adm2_9,adm2_15,adm2_3,adm2_13,adm2_12,adm2_5,adm2_8,adm2_6,adm2_1
8614,4141,1,18,1,1,NA,NA,1018,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8623,1989,1,32,13,1,NA,NA,1433,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8624,4599,1,36,30,4,NA,NA,1213,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8630,2498,1,52,26,7,NA,NA,1249,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8664,8608,1,26,4,7,NA,NA,2038,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8669,246,1,65,22,4,NA,NA,2093,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8700,11090,1,45,2,4,NA,NA,1869,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8701,8086,1,31,6,1,NA,NA,1099,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8714,11706,1,18,24,5,NA,NA,850,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8736,9133,1,56,26,7,NA,NA,1791,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8831,2958,1,24,18,6,NA,NA,2695,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8846,743,1,46,29,6,NA,NA,1504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8862,5981,1,70,6,2,NA,NA,1877,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8869,10042,1,68,29,3,NA,NA,1009,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8878,2077,1,64,6,2,NA,NA,1607,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8921,5760,1,40,16,4,NA,NA,703,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9012,6086,1,57,10,7,NA,NA,1683,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9117,6130,1,35,8,1,NA,NA,2693,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9238,4774,1,36,3,3,NA,NA,1492,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9338,6123,1,46,3,1,NA,NA,1993,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9348,1317,1,19,11,6,NA,NA,1201,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9400,10060,1,30,19,4,NA,NA,3121,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9414,324,1,74,16,4,NA,NA,1304,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9459,3037,1,90,17,7,NA,NA,1533,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9485,3948,1,49,30,5,NA,NA,1847,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9493,5213,1,27,3,1,NA,NA,1935,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9532,10916,1,33,27,4,NA,NA,1803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9633,11851,1,41,15,3,NA,NA,2103,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9634,502,1,52,7,3,NA,NA,2968,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9659,38,1,48,16,6,NA,NA,1827,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9712,8787,1,23,28,7,NA,NA,1958,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9747,4173,1,63,26,6,NA,NA,1810,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9791,6434,1,29,27,7,NA,NA,3189,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9802,2592,1,49,25,5,NA,NA,1838,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9869,10233,1,30,19,4,NA,NA,1547,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9881,2249,1,61,26,7,NA,NA,1798,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9921,6157,1,19,30,6,NA,NA,2509,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9922,5375,1,18,30,6,NA,NA,2348,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9942,165,1,45,3,3,NA,NA,1828,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9969,7749,1,44,29,6,NA,NA,1589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10029,8754,1,31,11,2,NA,NA,2518,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10044,11545,1,65,30,5,NA,NA,1568,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10060,4626,1,75,12,2,NA,NA,1614,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10070,6655,1,45,28,4,NA,NA,1858,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10086,5227,1,28,30,3,NA,NA,2085,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10153,8268,1,80,30,6,NA,NA,1521,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10161,7436,1,51,3,6,NA,NA,1521,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10193,6157,1,46,30,6,NA,NA,2509,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10251,11371,1,55,18,5,NA,NA,2196,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10258,8781,1,29,27,7,NA,NA,2518,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10295,2424,1,32,7,3,NA,NA,2485,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10305,2818,1,55,26,7,NA,NA,690,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10311,1637,1,28,10,6,NA,NA,1886,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10329,2150,1,46,30,1,NA,NA,1174,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10333,10102,1,28,29,3,NA,NA,1652,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10380,246,1,20,22,4,NA,NA,1721,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10417,6291,1,63,17,4,NA,NA,1503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10463,8434,1,35,23,7,NA,NA,2529,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10485,5728,1,55,8,4,NA,NA,1556,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10507,3239,1,30,13,3,NA,NA,2401,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10542,314,1,71,13,1,NA,NA,1453,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10586,5026,1,51,27,3,NA,NA,2433,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10613,2469,1,52,4,6,NA,NA,2276,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10632,1766,1,25,8,2,NA,NA,2483,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10645,2515,1,39,2,4,NA,NA,1699,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10701,6094,1,49,2,5,NA,NA,1496,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10816,4774,1,65,3,3,NA,NA,2523,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10846,702,1,65,17,5,NA,NA,1354,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10974,3644,1,57,17,1,NA,NA,1990,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11001,7388,1,29,27,3,NA,NA,594,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11100,5070,1,32,27,4,NA,NA,1683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11114,4831,1,60,26,7,NA,NA,1802,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11156,1403,1,47,13,1,NA,NA,3256,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11191,10078,1,18,29,3,NA,NA,1463,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11208,3819,1,27,17,2,NA,NA,1122,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11244,1840,1,27,29,3,NA,NA,941,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11276,10898,1,30,8,3,NA,NA,1941,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11278,8758,1,60,30,1,NA,NA,1792,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11280,11628,1,60,27,3,NA,NA,1633,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11283,10257,1,35,2,4,NA,NA,2495,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11290,10760,1,27,27,7,NA,NA,2983,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11299,7598,1,35,2,2,NA,NA,3167,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11318,11531,1,62,4,6,NA,NA,1825,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11350,4598,1,19,28,4,NA,NA,1080,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11463,4047,1,26,6,1,NA,NA,3158,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11473,1189,1,58,3,3,NA,NA,2185,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11614,84,1,28,27,6,NA,NA,3460,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11640,2068,1,65,10,7,NA,NA,2735,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11684,10883,1,47,29,6,NA,NA,1335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11720,4926,1,65,10,7,NA,NA,1476,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11725,7953,1,31,8,3,NA,NA,1679,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11752,3433,1,23,26,7,NA,NA,1207,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11758,10368,1,84,22,5,NA,NA,1786,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11796,7890,1,40,12,7,NA,NA,3054,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11825,6773,1,36,12,2,NA,NA,2681,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11828,2851,1,61,10,2,NA,NA,1906,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11915,6535,1,42,2,4,NA,NA,2460,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11951,3695,1,39,17,2,NA,NA,2436,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12028,1496,1,31,15,5,NA,NA,1512,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12128,11807,1,31,19,3,NA,NA,1997,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12142,3758,1,32,27,6,NA,NA,2251,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12169,8047,1,39,23,6,NA,NA,2416,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12203,1182,1,48,7,3,NA,NA,2046,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12215,1209,1,60,2,4,NA,NA,2016,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12238,4143,1,67,4,6,NA,NA,1785,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12249,5179,1,45,6,6,NA,NA,2510,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12266,3783,1,26,10,2,NA,NA,1187,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12328,9856,1,70,9,4,NA,NA,1237,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12405,11294,1,80,25,2,NA,NA,1485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12424,7079,1,20,17,5,NA,NA,1831,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12469,3341,1,31,14,2,NA,NA,2779,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12484,6772,1,35,27,7,NA,NA,2192,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12485,3886,1,55,8,4,NA,NA,1939,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12492,9838,1,60,17,2,NA,NA,1472,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12503,9061,1,55,19,4,NA,NA,2873,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12508,3987,1,60,5,3,NA,NA,1976,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12536,7777,1,24,19,6,NA,NA,2378,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12566,3942,1,18,3,6,NA,NA,1911,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12570,3054,1,40,4,6,NA,NA,3403,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12585,11504,1,33,22,7,NA,NA,588,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12590,9052,1,67,5,5,NA,NA,2085,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12636,9985,1,45,17,5,NA,NA,1233,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12655,11706,1,56,24,5,NA,NA,1664,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12656,121,1,22,1,2,NA,NA,3478,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12698,3760,1,45,13,3,NA,NA,2176,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12714,8231,1,56,13,4,NA,NA,2396,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12750,2958,1,50,18,6,NA,NA,2427,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12762,10648,1,38,5,4,NA,NA,2155,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12766,8751,1,60,29,3,NA,NA,2243,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12775,4365,1,40,9,3,NA,NA,1452,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12827,11069,1,60,23,6,NA,NA,2614,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12855,8252,1,65,9,4,NA,NA,1413,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12914,9783,1,65,2,6,NA,NA,1662,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12921,5091,1,43,24,4,NA,NA,2281,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12989,9844,1,52,8,2,NA,NA,2222,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12998,6398,1,49,15,5,NA,NA,1689,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13018,67,1,62,12,2,NA,NA,1014,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13138,11382,1,36,13,3,NA,NA,2436,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13153,11437,1,60,13,3,NA,NA,2186,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13233,3421,1,40,23,6,NA,NA,2774,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13301,8718,1,30,8,1,NA,NA,1669,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13349,781,1,62,14,6,NA,NA,1406,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,11517,1,32,6,1,NA,NA,1174,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13401,7587,1,62,30,4,NA,NA,1792,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13457,5023,1,27,13,3,NA,NA,1808,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13502,10081,1,20,12,7,NA,NA,1553,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13553,5560,1,48,6,1,NA,NA,2476,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13629,302,1,29,30,5,NA,NA,1994,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640,6865,1,43,14,6,NA,NA,2867,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13692,2326,1,55,29,6,NA,NA,1802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13728,10170,1,55,19,4,NA,NA,1939,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13818,2439,1,45,10,7,NA,NA,2167,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13870,1430,1,52,22,4,NA,NA,2531,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13926,1245,1,52,3,3,NA,NA,2460,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13931,5924,1,40,24,5,NA,NA,2653,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13946,2380,1,32,14,6,NA,NA,1762,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13974,2958,1,22,18,6,NA,NA,2690,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14006,4747,1,40,6,2,NA,NA,2172,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14047,9760,1,73,12,4,NA,NA,2277,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14077,9674,1,48,25,7,NA,NA,2122,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14143,5629,1,31,23,7,NA,NA,2909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14160,3760,1,29,13,3,NA,NA,1903,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14177,2366,1,22,17,2,NA,NA,1436,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14226,4251,1,20,4,6,NA,NA,1600,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14229,2277,1,51,22,3,NA,NA,2252,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14252,7445,1,34,21,5,NA,NA,1311,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14305,11398,1,45,20,1,NA,NA,1727,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14313,1422,1,39,19,4,NA,NA,2158,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14366,10954,1,60,25,4,NA,NA,1252,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14425,9520,1,62,30,4,NA,NA,2006,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14445,10719,1,32,27,7,NA,NA,2318,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14456,10110,1,40,1,1,NA,NA,1451,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14501,4551,1,18,14,2,NA,NA,2215,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,10902,1,45,28,7,NA,NA,3041,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14620,9519,1,40,10,2,NA,NA,2117,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14693,4047,1,65,6,1,NA,NA,2829,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14697,677,1,46,8,4,NA,NA,2238,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14747,1757,1,18,30,2,NA,NA,2022,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14782,9873,1,40,9,4,NA,NA,1667,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14828,5213,1,52,3,1,NA,NA,2155,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14893,3792,1,70,15,3,NA,NA,3293,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14908,1778,1,40,13,4,NA,NA,1869,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,5628,1,51,3,1,NA,NA,2035,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15060,10011,1,64,25,5,NA,NA,2025,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15117,8442,1,57,18,5,NA,NA,2566,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15177,9697,1,70,4,6,NA,NA,1985,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15214,5181,1,34,12,7,NA,NA,2273,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15220,10207,1,45,30,6,NA,NA,1959,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15265,11722,1,30,28,7,NA,NA,1183,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15330,4217,1,30,23,7,NA,NA,2366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15391,1863,1,50,22,4,NA,NA,2470,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15395,7973,1,19,3,6,NA,NA,1566,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15441,3166,1,54,27,4,NA,NA,2160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15510,2881,1,55,5,4,NA,NA,2703,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15521,9760,1,38,12,4,NA,NA,2244,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15603,632,1,49,3,5,NA,NA,2852,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15604,4748,1,35,6,2,NA,NA,2665,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15616,605,1,30,10,6,NA,NA,2465,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15625,3913,1,56,27,4,NA,NA,1430,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15640,2976,1,45,17,2,NA,NA,2420,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15643,730,1,30,11,6,NA,NA,2970,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
