SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_6,adm2_3,adm2_2,adm2_7,adm2_4,adm2_8,adm2_1,adm2_5
13,5224,1,28,8,3135,0,6,1,0,0,0,0,0,0,0
22,6638,1,32,31,2463,0,3,0,1,0,0,0,0,0,0
45,3469,1,51,20,2073,0,3,0,1,0,0,0,0,0,0
143,4597,1,35,23,1635,0,2,0,0,1,0,0,0,0,0
153,3424,1,29,25,2337,0,6,1,0,0,0,0,0,0,0
176,3862,1,40,25,1838,0,2,0,0,1,0,0,0,0,0
198,6940,1,62,27,844,0,7,0,0,0,1,0,0,0,0
212,11693,1,38,22,3516,0,3,0,1,0,0,0,0,0,0
318,11275,1,45,29,1883,0,4,0,0,0,0,1,0,0,0
329,7139,1,50,4,1343,0,4,0,0,0,0,1,0,0,0
340,10359,1,67,25,1969,0,2,0,0,1,0,0,0,0,0
350,9327,1,21,18,766,0,8,0,0,0,0,0,1,0,0
363,11475,1,58,3,1629,0,4,0,0,0,0,1,0,0,0
371,8927,1,49,24,3324,0,3,0,1,0,0,0,0,0,0
478,3218,1,80,21,1240,0,2,0,0,1,0,0,0,0,0
496,10211,1,36,30,1881,0,3,0,1,0,0,0,0,0,0
555,459,1,40,14,2360,0,1,0,0,0,0,0,0,1,0
575,3176,1,19,20,1107,0,8,0,0,0,0,0,1,0,0
579,5606,1,30,27,663,0,5,0,0,0,0,0,0,0,1
612,8370,1,32,2,692,0,4,0,0,0,0,1,0,0,0
670,5339,1,25,14,2556,0,7,0,0,0,1,0,0,0,0
674,6515,1,31,17,2703,0,5,0,0,0,0,0,0,0,1
697,3270,1,50,18,2420,0,5,0,0,0,0,0,0,0,1
815,1988,1,42,13,3175,0,5,0,0,0,0,0,0,0,1
832,9450,1,30,9,2130,0,5,0,0,0,0,0,0,0,1
839,5926,1,59,23,2535,0,2,0,0,1,0,0,0,0,0
850,10994,1,60,31,1965,0,2,0,0,1,0,0,0,0,0
1067,2061,1,69,7,2953,1,4,0,0,0,0,1,0,0,0
1092,2796,1,53,16,1763,0,7,0,0,0,1,0,0,0,0
1103,9518,1,19,23,1997,0,2,0,0,1,0,0,0,0,0
1160,4447,1,25,12,1795,0,8,0,0,0,0,0,1,0,0
1175,10177,1,50,22,2219,0,3,0,1,0,0,0,0,0,0
1186,3269,1,30,21,2190,0,1,0,0,0,0,0,0,1,0
1194,9839,1,65,31,1518,0,3,0,1,0,0,0,0,0,0
1199,6480,1,22,24,927,0,3,0,1,0,0,0,0,0,0
1217,9236,1,22,21,2167,0,1,0,0,0,0,0,0,1,0
1237,4913,1,24,24,1870,0,4,0,0,0,0,1,0,0,0
1323,3895,1,38,27,2766,0,5,0,0,0,0,0,0,0,1
1359,2007,1,25,20,2732,0,7,0,0,0,1,0,0,0,0
1382,3631,1,18,23,2960,0,7,0,0,0,1,0,0,0,0
1404,9681,1,75,16,2479,0,7,0,0,0,1,0,0,0,0
1420,10108,1,35,24,3036,0,3,0,1,0,0,0,0,0,0
1439,1773,1,60,21,2240,0,3,0,1,0,0,0,0,0,0
1458,11678,1,18,8,1318,0,4,0,0,0,0,1,0,0,0
1474,1323,1,43,30,1948,0,4,0,0,0,0,1,0,0,0
1484,1159,1,46,20,914,0,3,0,1,0,0,0,0,0,0
1510,11208,1,18,25,2904,0,2,0,0,1,0,0,0,0,0
1536,11260,1,24,27,2049,0,3,0,1,0,0,0,0,0,0
1550,8956,1,25,25,3130,0,2,0,0,1,0,0,0,0,0
1567,10385,1,45,10,2952,0,1,0,0,0,0,0,0,1,0
1652,6588,1,19,25,1457,0,2,0,0,1,0,0,0,0,0
1723,10173,1,59,4,1469,0,4,0,0,0,0,1,0,0,0
1741,3196,1,36,7,2302,1,5,0,0,0,0,0,0,0,1
1745,8537,1,42,20,1871,0,8,0,0,0,0,0,1,0,0
1781,6759,1,35,24,4459,0,6,1,0,0,0,0,0,0,0
1785,9373,1,20,27,1144,0,6,1,0,0,0,0,0,0,0
1812,8287,1,60,19,2025,0,3,0,1,0,0,0,0,0,0
1909,5339,1,62,14,2209,0,7,0,0,0,1,0,0,0,0
2031,1947,1,20,8,2074,0,6,1,0,0,0,0,0,0,0
2047,3446,1,33,12,3158,0,6,1,0,0,0,0,0,0,0
2065,8652,1,26,24,2369,0,3,0,1,0,0,0,0,0,0
2066,11314,1,25,24,2678,0,1,0,0,0,0,0,0,1,0
2068,11532,1,24,27,2464,0,2,0,0,1,0,0,0,0,0
2100,4907,1,60,10,2095,0,1,0,0,0,0,0,0,1,0
2109,11264,1,23,18,2071,0,7,0,0,0,1,0,0,0,0
2149,6744,1,33,26,3487,0,3,0,1,0,0,0,0,0,0
2174,9850,1,40,26,883,0,6,1,0,0,0,0,0,0,0
2225,10562,1,30,17,2445,0,5,0,0,0,0,0,0,0,1
2255,9983,1,40,12,1770,0,8,0,0,0,0,0,1,0,0
2304,4595,1,30,18,2653,0,7,0,0,0,1,0,0,0,0
2313,3165,1,62,9,2120,0,8,0,0,0,0,0,1,0,0
2338,6546,1,45,16,2526,0,8,0,0,0,0,0,1,0,0
2352,8103,1,18,8,2037,0,1,0,0,0,0,0,0,1,0
2367,6261,1,30,15,627,0,7,0,0,0,1,0,0,0,0
2397,10983,1,28,16,951,0,1,0,0,0,0,0,0,1,0
2412,5427,1,32,26,2806,0,3,0,1,0,0,0,0,0,0
2460,482,1,80,14,1733,0,1,0,0,0,0,0,0,1,0
2508,4033,1,30,15,794,0,5,0,0,0,0,0,0,0,1
2517,1333,1,20,19,1281,0,7,0,0,0,1,0,0,0,0
2554,166,1,20,1,1490,1,4,0,0,0,0,1,0,0,0
2600,11340,1,32,19,2685,0,3,0,1,0,0,0,0,0,0
2613,9865,1,35,14,1606,0,5,0,0,0,0,0,0,0,1
2632,7490,1,57,14,1549,0,1,0,0,0,0,0,0,1,0
2711,5595,1,22,15,3281,0,5,0,0,0,0,0,0,0,1
2835,5712,1,28,22,3065,0,7,0,0,0,1,0,0,0,0
2846,4454,1,62,22,2753,0,3,0,1,0,0,0,0,0,0
2865,1977,1,60,28,1692,0,1,0,0,0,0,0,0,1,0
2951,9595,1,18,30,1892,0,4,0,0,0,0,1,0,0,0
2973,293,1,70,25,3051,0,3,0,1,0,0,0,0,0,0
3060,4917,1,30,15,2831,0,5,0,0,0,0,0,0,0,1
3067,3716,1,60,29,2446,0,3,0,1,0,0,0,0,0,0
3141,9981,1,23,16,3031,0,7,0,0,0,1,0,0,0,0
3145,5618,1,25,30,2117,0,4,0,0,0,0,1,0,0,0
3188,4454,1,33,22,2306,0,3,0,1,0,0,0,0,0,0
3216,138,1,32,2,3083,0,4,0,0,0,0,1,0,0,0
3243,4764,1,35,24,1085,0,3,0,1,0,0,0,0,0,0
3261,494,1,30,5,2038,0,4,0,0,0,0,1,0,0,0
3364,11438,1,33,13,2802,0,5,0,0,0,0,0,0,0,1
3377,8900,1,35,30,2252,0,4,0,0,0,0,1,0,0,0
3414,9336,1,32,19,296,0,3,0,1,0,0,0,0,0,0
3463,11280,1,55,16,2355,0,8,0,0,0,0,0,1,0,0
3550,7870,1,30,13,2577,0,5,0,0,0,0,0,0,0,1
3557,360,1,18,12,3005,0,5,0,0,0,0,0,0,0,1
3565,5166,1,50,24,1292,0,1,0,0,0,0,0,0,1,0
3596,4454,1,20,22,2418,0,3,0,1,0,0,0,0,0,0
3634,1503,1,60,12,2030,0,1,0,0,0,0,0,0,1,0
3643,4179,1,27,14,2993,0,7,0,0,0,1,0,0,0,0
3659,6491,1,55,27,1834,0,4,0,0,0,0,1,0,0,0
3675,10937,1,26,27,2475,0,6,1,0,0,0,0,0,0,0
3691,2157,1,63,25,1514,0,5,0,0,0,0,0,0,0,1
3709,9373,1,22,27,1668,0,6,1,0,0,0,0,0,0,0
3726,4237,1,45,28,3472,0,5,0,0,0,0,0,0,0,1
3730,7595,1,36,17,1606,0,3,0,1,0,0,0,0,0,0
3839,301,1,58,16,1883,0,1,0,0,0,0,0,0,1,0
3846,3710,1,50,23,2418,0,6,1,0,0,0,0,0,0,0
3870,10087,1,19,7,1326,1,2,0,0,1,0,0,0,0,0
3900,5667,1,26,16,2203,0,3,0,1,0,0,0,0,0,0
3912,66,1,39,18,1322,0,8,0,0,0,0,0,1,0,0
4002,6168,1,35,18,1555,0,7,0,0,0,1,0,0,0,0
4096,7319,1,70,25,1239,0,5,0,0,0,0,0,0,0,1
4108,1561,1,60,9,1080,0,8,0,0,0,0,0,1,0,0
4142,2535,1,38,17,980,0,5,0,0,0,0,0,0,0,1
4144,20,1,38,28,2314,0,1,0,0,0,0,0,0,1,0
4210,6934,1,35,31,2353,0,2,0,0,1,0,0,0,0,0
4215,2681,1,28,19,1813,0,7,0,0,0,1,0,0,0,0
4230,2803,1,48,20,2145,0,3,0,1,0,0,0,0,0,0
4289,248,1,45,7,2090,1,2,0,0,1,0,0,0,0,0
4290,6177,1,31,31,2240,0,4,0,0,0,0,1,0,0,0
4311,2873,1,64,6,2119,0,4,0,0,0,0,1,0,0,0
4386,2724,1,24,2,1698,0,2,0,0,1,0,0,0,0,0
4576,2375,1,60,21,1006,0,1,0,0,0,0,0,0,1,0
4600,6531,1,54,7,2184,1,2,0,0,1,0,0,0,0,0
4609,2083,1,50,24,2777,0,6,1,0,0,0,0,0,0,0
4649,6063,1,60,18,1945,0,3,0,1,0,0,0,0,0,0
4685,3069,1,70,2,1189,0,2,0,0,1,0,0,0,0,0
4689,782,1,30,16,2001,0,7,0,0,0,1,0,0,0,0
4690,5252,1,33,17,2756,0,7,0,0,0,1,0,0,0,0
4744,1584,1,53,22,2188,0,7,0,0,0,1,0,0,0,0
4749,9535,1,42,25,3052,0,6,1,0,0,0,0,0,0,0
4799,10381,1,35,16,2608,0,1,0,0,0,0,0,0,1,0
4864,9448,1,55,25,1949,0,5,0,0,0,0,0,0,0,1
4897,7854,1,25,15,2031,0,5,0,0,0,0,0,0,0,1
4974,694,1,42,20,2610,0,8,0,0,0,0,0,1,0,0
4989,3128,1,35,8,2493,0,2,0,0,1,0,0,0,0,0
4991,9114,1,40,29,2329,0,2,0,0,1,0,0,0,0,0
5001,5402,1,54,15,3453,0,6,1,0,0,0,0,0,0,0
5060,11231,1,50,8,1599,0,1,0,0,0,0,0,0,1,0
5192,7646,1,70,25,940,0,2,0,0,1,0,0,0,0,0
5202,6841,1,18,4,2040,0,4,0,0,0,0,1,0,0,0
5264,2981,1,65,28,2014,0,3,0,1,0,0,0,0,0,0
5265,4706,1,35,24,2022,0,6,1,0,0,0,0,0,0,0
5275,11773,1,68,22,1597,0,1,0,0,0,0,0,0,1,0
5280,9042,1,50,16,1571,0,8,0,0,0,0,0,1,0,0
5289,10638,1,50,22,1625,0,7,0,0,0,1,0,0,0,0
5300,5550,1,29,29,885,0,4,0,0,0,0,1,0,0,0
5310,6630,1,70,12,1793,0,5,0,0,0,0,0,0,0,1
5334,4826,1,29,8,2228,0,4,0,0,0,0,1,0,0,0
5463,10071,1,67,9,1412,0,2,0,0,1,0,0,0,0,0
5502,8788,1,23,27,2045,0,5,0,0,0,0,0,0,0,1
5536,1454,1,23,29,2060,0,6,1,0,0,0,0,0,0,0
5559,1412,1,24,11,3032,0,5,0,0,0,0,0,0,0,1
5597,10033,1,31,18,2424,0,7,0,0,0,1,0,0,0,0
5606,8555,1,56,26,1859,0,6,1,0,0,0,0,0,0,0
5626,10638,1,31,22,3084,0,7,0,0,0,1,0,0,0,0
5657,3585,1,66,19,1412,0,2,0,0,1,0,0,0,0,0
5678,11536,1,45,16,1954,0,7,0,0,0,1,0,0,0,0
5679,6784,1,46,15,1780,0,6,1,0,0,0,0,0,0,0
5688,7984,1,60,25,2301,0,2,0,0,1,0,0,0,0,0
5711,2159,1,45,21,2064,0,1,0,0,0,0,0,0,1,0
5753,9775,1,24,23,1813,0,7,0,0,0,1,0,0,0,0
5779,4147,1,32,22,2462,0,3,0,1,0,0,0,0,0,0
5835,7697,1,80,1,1498,1,4,0,0,0,0,1,0,0,0
5848,5447,1,19,1,1810,1,5,0,0,0,0,0,0,0,1
5870,1351,1,25,1,2268,1,4,0,0,0,0,1,0,0,0
5896,8593,1,30,18,747,0,1,0,0,0,0,0,0,1,0
5910,9888,1,19,19,1456,0,3,0,1,0,0,0,0,0,0
5917,4454,1,27,22,1610,0,3,0,1,0,0,0,0,0,0
5938,9810,1,55,16,2824,0,1,0,0,0,0,0,0,1,0
5950,3569,1,41,16,1788,0,1,0,0,0,0,0,0,1,0
6079,9257,1,40,12,1979,0,1,0,0,0,0,0,0,1,0
6106,4471,1,30,24,3378,0,4,0,0,0,0,1,0,0,0
6131,6879,1,25,16,3218,0,7,0,0,0,1,0,0,0,0
6142,1633,1,45,22,2142,0,3,0,1,0,0,0,0,0,0
6171,805,1,60,1,465,1,5,0,0,0,0,0,0,0,1
6198,8103,1,20,8,2216,0,1,0,0,0,0,0,0,1,0
6226,8533,1,29,2,1203,0,2,0,0,1,0,0,0,0,0
6334,10789,1,37,18,3119,0,1,0,0,0,0,0,0,1,0
6338,4955,1,43,17,2771,0,5,0,0,0,0,0,0,0,1
6381,11275,1,18,29,1356,0,4,0,0,0,0,1,0,0,0
6409,9202,1,35,14,2031,0,1,0,0,0,0,0,0,1,0
6420,9435,1,40,27,1776,0,2,0,0,1,0,0,0,0,0
6483,5933,1,78,29,1298,0,4,0,0,0,0,1,0,0,0
6580,6744,1,31,26,2763,0,3,0,1,0,0,0,0,0,0
6584,11139,1,35,7,1570,1,5,0,0,0,0,0,0,0,1
6586,8143,1,42,22,1607,0,1,0,0,0,0,0,0,1,0
6600,11296,1,28,18,2285,0,3,0,1,0,0,0,0,0,0
6606,1931,1,28,23,2187,0,2,0,0,1,0,0,0,0,0
6625,6164,1,38,29,2636,0,4,0,0,0,0,1,0,0,0
6639,8811,1,46,22,2870,0,4,0,0,0,0,1,0,0,0
6640,2825,1,24,29,2664,0,4,0,0,0,0,1,0,0,0
6688,10837,1,54,10,3525,0,1,0,0,0,0,0,0,1,0
6819,507,1,41,29,2881,0,1,0,0,0,0,0,0,1,0
6955,576,1,27,17,1907,0,7,0,0,0,1,0,0,0,0
6972,9262,1,26,30,3653,0,4,0,0,0,0,1,0,0,0
6973,10202,1,19,16,2058,0,7,0,0,0,1,0,0,0,0
7003,568,1,43,26,3700,0,3,0,1,0,0,0,0,0,0
7218,10803,1,70,2,1212,0,4,0,0,0,0,1,0,0,0
7244,988,1,25,12,3065,0,7,0,0,0,1,0,0,0,0
7432,7986,1,45,30,3315,0,4,0,0,0,0,1,0,0,0
7460,3479,1,38,29,1210,0,1,0,0,0,0,0,0,1,0
7461,6023,1,65,18,1979,0,1,0,0,0,0,0,0,1,0
7503,1199,1,19,28,1846,0,1,0,0,0,0,0,0,1,0
7530,11067,1,25,11,2854,0,2,0,0,1,0,0,0,0,0
7531,5980,1,65,1,2884,1,5,0,0,0,0,0,0,0,1
7543,3473,1,22,9,1208,0,6,1,0,0,0,0,0,0,0
7573,11590,1,53,1,2243,1,2,0,0,1,0,0,0,0,0
7601,3127,1,22,23,216,0,2,0,0,1,0,0,0,0,0
7602,5723,1,28,29,2686,0,6,1,0,0,0,0,0,0,0
7691,11393,1,22,16,2634,0,1,0,0,0,0,0,0,1,0
7705,3323,1,28,16,1018,0,3,0,1,0,0,0,0,0,0
7769,2294,1,46,12,822,0,7,0,0,0,1,0,0,0,0
7774,10561,1,65,26,2568,0,6,1,0,0,0,0,0,0,0
7793,5199,1,30,13,1680,0,8,0,0,0,0,0,1,0,0
7806,10353,1,57,17,2498,0,5,0,0,0,0,0,0,0,1
7810,9236,1,47,21,2411,0,1,0,0,0,0,0,0,1,0
7862,2986,1,40,19,2790,0,3,0,1,0,0,0,0,0,0
7901,10929,1,69,22,1389,0,3,0,1,0,0,0,0,0,0
8007,11862,1,25,29,2267,0,2,0,0,1,0,0,0,0,0
8090,1593,1,68,23,2042,0,5,0,0,0,0,0,0,0,1
8123,860,1,38,14,1823,0,7,0,0,0,1,0,0,0,0
8243,8188,1,45,20,2397,0,3,0,1,0,0,0,0,0,0
8246,2606,1,24,15,2977,0,5,0,0,0,0,0,0,0,1
8264,9621,1,30,16,645,0,3,0,1,0,0,0,0,0,0
8275,4896,1,45,9,2171,0,2,0,0,1,0,0,0,0,0
8285,2066,1,62,22,3166,0,8,0,0,0,0,0,1,0,0
8297,5726,1,42,1,1073,1,5,0,0,0,0,0,0,0,1
8364,164,1,31,26,1653,0,3,0,1,0,0,0,0,0,0
8367,2159,1,19,21,2051,0,1,0,0,0,0,0,0,1,0
8383,6210,1,25,31,3402,0,4,0,0,0,0,1,0,0,0
8521,135,1,75,22,3323,0,4,0,0,0,0,1,0,0,0
8602,11308,1,26,18,2342,0,7,0,0,0,1,0,0,0,0
8631,9794,1,40,19,1502,0,5,0,0,0,0,0,0,0,1
8639,8445,1,40,18,2353,0,8,0,0,0,0,0,1,0,0
8644,1586,1,46,1,2962,1,5,0,0,0,0,0,0,0,1
8683,10516,1,25,26,1920,0,6,1,0,0,0,0,0,0,0
8690,11862,1,20,29,1993,0,2,0,0,1,0,0,0,0,0
8735,386,1,23,30,1852,0,4,0,0,0,0,1,0,0,0
8755,11266,1,52,21,1480,0,2,0,0,1,0,0,0,0,0
8794,65,1,65,29,2255,0,4,0,0,0,0,1,0,0,0
8960,334,1,60,19,1611,0,3,0,1,0,0,0,0,0,0
8961,4314,1,26,26,2647,0,1,0,0,0,0,0,0,1,0
8998,9865,1,60,14,2171,0,5,0,0,0,0,0,0,0,1
9026,8020,1,40,21,2998,0,7,0,0,0,1,0,0,0,0
9086,3654,1,39,27,2615,0,6,1,0,0,0,0,0,0,0
9114,6500,1,62,16,747,0,1,0,0,0,0,0,0,1,0
9134,9030,1,35,1,4164,1,4,0,0,0,0,1,0,0,0
9176,1487,1,25,5,1660,0,4,0,0,0,0,1,0,0,0
9229,11238,1,24,27,1482,0,2,0,0,1,0,0,0,0,0
9241,386,1,60,30,1681,0,4,0,0,0,0,1,0,0,0
9316,11447,1,55,29,300,0,4,0,0,0,0,1,0,0,0
9375,1983,1,58,24,2004,0,8,0,0,0,0,0,1,0,0
9380,8028,1,70,20,2101,0,3,0,1,0,0,0,0,0,0
9454,334,1,25,19,2015,0,3,0,1,0,0,0,0,0,0
9479,1948,1,61,2,1916,0,4,0,0,0,0,1,0,0,0
9494,7775,1,42,26,2227,0,6,1,0,0,0,0,0,0,0
9500,9327,1,18,18,2053,0,8,0,0,0,0,0,1,0,0
9538,8691,1,22,18,2232,0,3,0,1,0,0,0,0,0,0
9565,8357,1,24,4,2550,0,4,0,0,0,0,1,0,0,0
9566,10125,1,53,15,1947,0,5,0,0,0,0,0,0,0,1
9586,11208,1,56,25,1533,0,2,0,0,1,0,0,0,0,0
9595,2590,1,38,27,2319,0,7,0,0,0,1,0,0,0,0
9600,9204,1,88,24,1557,0,3,0,1,0,0,0,0,0,0
9619,2713,1,50,16,1858,0,7,0,0,0,1,0,0,0,0
9680,7107,1,19,22,1943,0,2,0,0,1,0,0,0,0,0
9701,5605,1,50,19,2315,0,5,0,0,0,0,0,0,0,1
9702,8344,1,56,7,862,1,8,0,0,0,0,0,1,0,0
9748,9810,1,25,16,2336,0,1,0,0,0,0,0,0,1,0
9773,1785,1,24,26,1758,0,6,1,0,0,0,0,0,0,0
9806,5911,1,45,14,2994,0,7,0,0,0,1,0,0,0,0
9851,9352,1,70,25,1744,0,5,0,0,0,0,0,0,0,1
9877,11624,1,44,25,3614,0,3,0,1,0,0,0,0,0,0
9997,1542,1,55,21,3577,0,3,0,1,0,0,0,0,0,0
10090,8044,1,28,15,1806,0,5,0,0,0,0,0,0,0,1
10104,7903,1,37,20,2021,0,1,0,0,0,0,0,0,1,0
10167,10924,1,65,8,698,0,1,0,0,0,0,0,0,1,0
10171,3085,1,46,12,2247,0,1,0,0,0,0,0,0,1,0
10182,1371,1,40,19,1826,0,1,0,0,0,0,0,0,1,0
10282,1788,1,24,9,4586,0,2,0,0,1,0,0,0,0,0
10297,232,1,42,23,1276,0,5,0,0,0,0,0,0,0,1
10364,5349,1,50,31,2198,0,3,0,1,0,0,0,0,0,0
10413,8211,1,32,6,2038,0,4,0,0,0,0,1,0,0,0
10480,8610,1,48,10,649,0,1,0,0,0,0,0,0,1,0
10527,301,1,24,16,2365,0,1,0,0,0,0,0,0,1,0
10680,7071,1,25,18,2023,0,7,0,0,0,1,0,0,0,0
10708,5207,1,32,18,2583,0,7,0,0,0,1,0,0,0,0
10745,7075,1,42,6,2193,0,4,0,0,0,0,1,0,0,0
10811,5339,1,22,14,1971,0,7,0,0,0,1,0,0,0,0
10870,6866,1,80,15,873,0,6,1,0,0,0,0,0,0,0
10892,6000,1,40,18,2387,0,1,0,0,0,0,0,0,1,0
10902,2007,1,30,20,2169,0,7,0,0,0,1,0,0,0,0
10905,2546,1,26,12,2913,0,5,0,0,0,0,0,0,0,1
10916,2073,1,56,16,1739,0,3,0,1,0,0,0,0,0,0
11037,9932,1,50,11,2685,0,2,0,0,1,0,0,0,0,0
11061,10964,1,25,20,1244,0,8,0,0,0,0,0,1,0,0
11070,5157,1,25,22,2732,0,1,0,0,0,0,0,0,1,0
11215,3337,1,45,16,1849,0,7,0,0,0,1,0,0,0,0
11216,9703,1,30,14,1136,0,1,0,0,0,0,0,0,1,0
11255,560,1,33,23,2683,0,3,0,1,0,0,0,0,0,0
11273,6630,1,35,12,2068,0,5,0,0,0,0,0,0,0,1
11310,1573,1,48,19,1708,0,5,0,0,0,0,0,0,0,1
11416,9341,1,36,24,1014,0,6,1,0,0,0,0,0,0,0
11479,10528,1,22,21,2341,0,7,0,0,0,1,0,0,0,0
11501,2553,1,30,2,2888,0,2,0,0,1,0,0,0,0,0
11527,5614,1,70,21,718,0,2,0,0,1,0,0,0,0,0
11582,6558,1,50,5,1459,0,4,0,0,0,0,1,0,0,0
11583,8828,1,75,23,4441,0,3,0,1,0,0,0,0,0,0
11610,7084,1,30,24,2414,0,8,0,0,0,0,0,1,0,0
11649,7712,1,48,2,3243,0,4,0,0,0,0,1,0,0,0
11711,10137,1,62,25,1515,0,6,1,0,0,0,0,0,0,0
11717,11238,1,52,27,2479,0,2,0,0,1,0,0,0,0,0
11729,10803,1,38,2,2202,0,4,0,0,0,0,1,0,0,0
11730,8628,1,30,27,1645,0,5,0,0,0,0,0,0,0,1
11811,7565,1,37,17,2312,0,7,0,0,0,1,0,0,0,0
12017,1627,1,31,13,534,0,6,1,0,0,0,0,0,0,0
12018,969,1,45,13,2028,0,5,0,0,0,0,0,0,0,1
12022,102,1,36,27,2291,0,6,1,0,0,0,0,0,0,0
12029,4370,1,24,4,2316,0,4,0,0,0,0,1,0,0,0
12041,11774,1,33,24,1766,0,3,0,1,0,0,0,0,0,0
12052,7487,1,40,18,3523,0,1,0,0,0,0,0,0,1,0
12062,1502,1,29,29,1709,0,5,0,0,0,0,0,0,0,1
12100,3550,1,59,12,2144,0,1,0,0,0,0,0,0,1,0
12119,7781,1,26,27,2245,0,4,0,0,0,0,1,0,0,0
12132,2360,1,42,8,3276,0,1,0,0,0,0,0,0,1,0
12164,10420,1,40,26,2276,0,1,0,0,0,0,0,0,1,0
12176,7803,1,25,27,2315,0,3,0,1,0,0,0,0,0,0
12182,7341,1,32,22,2436,0,1,0,0,0,0,0,0,1,0
12198,11536,1,18,16,2457,0,7,0,0,0,1,0,0,0,0
12212,7892,1,35,23,2922,0,6,1,0,0,0,0,0,0,0
12250,11238,1,26,27,2120,0,2,0,0,1,0,0,0,0,0
12293,3485,1,26,29,2435,0,2,0,0,1,0,0,0,0,0
12296,10202,1,27,16,2451,0,7,0,0,0,1,0,0,0,0
12314,1049,1,28,29,2058,0,4,0,0,0,0,1,0,0,0
12348,10205,1,60,15,2223,0,8,0,0,0,0,0,1,0,0
12366,11217,1,38,7,3633,1,5,0,0,0,0,0,0,0,1
12367,7951,1,38,25,3244,0,6,1,0,0,0,0,0,0,0
12454,11077,1,32,23,1872,0,1,0,0,0,0,0,0,1,0
12525,5802,1,34,11,1846,0,5,0,0,0,0,0,0,0,1
12568,2541,1,65,8,2333,0,4,0,0,0,0,1,0,0,0
12612,9066,1,28,17,2052,0,7,0,0,0,1,0,0,0,0
12625,4291,1,80,3,1330,0,4,0,0,0,0,1,0,0,0
12640,2789,1,50,22,2068,0,4,0,0,0,0,1,0,0,0
12670,10219,1,62,20,1941,0,7,0,0,0,1,0,0,0,0
12683,11735,1,39,28,1447,0,4,0,0,0,0,1,0,0,0
12741,7622,1,55,29,1833,0,2,0,0,1,0,0,0,0,0
12796,107,1,57,22,1874,0,4,0,0,0,0,1,0,0,0
12836,9636,1,38,29,3495,0,6,1,0,0,0,0,0,0,0
12894,3728,1,20,14,1488,0,7,0,0,0,1,0,0,0,0
12917,523,1,40,29,2663,0,6,1,0,0,0,0,0,0,0
12933,8187,1,60,30,1168,0,3,0,1,0,0,0,0,0,0
12973,1753,1,32,24,1726,0,6,1,0,0,0,0,0,0,0
12981,3167,1,26,23,1099,0,2,0,0,1,0,0,0,0,0
13033,9914,1,38,18,1230,0,7,0,0,0,1,0,0,0,0
13113,9099,1,50,30,1952,0,4,0,0,0,0,1,0,0,0
13121,10833,1,34,8,1641,0,6,1,0,0,0,0,0,0,0
13148,9775,1,50,23,1852,0,7,0,0,0,1,0,0,0,0
13202,9148,1,30,7,2835,1,5,0,0,0,0,0,0,0,1
13203,6101,1,35,23,2406,0,8,0,0,0,0,0,1,0,0
13238,7319,1,45,25,3152,0,5,0,0,0,0,0,0,0,1
13271,7584,1,31,26,1887,0,3,0,1,0,0,0,0,0,0
13274,6841,1,42,4,2268,0,4,0,0,0,0,1,0,0,0
13290,544,1,60,9,2729,0,8,0,0,0,0,0,1,0,0
13302,104,1,28,16,2399,0,8,0,0,0,0,0,1,0,0
13370,9681,1,40,16,2779,0,7,0,0,0,1,0,0,0,0
13407,3375,1,29,29,1527,0,6,1,0,0,0,0,0,0,0
